"Experiment","Type","Webapps name","Browser","CPU","Memory","Energy consumption"
1,"AdsAnalytics","https-www-accuweather-com","chrome","19.7923076923077","1237417.28205128","70.6654066695"
2,"AdsAnalytics","https-www-accuweather-com","chrome","25","1200881.91891892","70.4435794625"
3,"AdsAnalytics","https-www-accuweather-com","chrome","26.9916666666667","1197025.80555556","65.520604027"
4,"AdsAnalytics","https-www-accuweather-com","chrome","17.572972972973","1196568.64864865","68.6967422375"
5,"AdsAnalytics","https-www-accuweather-com","chrome","18.9459459459459","1196822.67567568","68.3631953795"
6,"AdsAnalytics","https-www-accuweather-com","chrome","21.2833333333333","1218235.36111111","69.2503981165"
7,"AdsAnalytics","https-www-accuweather-com","chrome","25.5368421052632","1200376.76315789","65.7653063155"
8,"AdsAnalytics","https-www-accuweather-com","chrome","8.46315789473684","1205158.73684211","68.9038340005"
9,"AdsAnalytics","https-www-accuweather-com","chrome","22.4333333333333","1205423.77777778","67.4811619675"
10,"AdsAnalytics","https-www-accuweather-com","chrome","15.7472222222222","1203208.61111111","72.246617019"
1,"AdsAnalytics","https-www-accuweather-com","firefox","41.38","1315896.8","127.2614101845"
2,"AdsAnalytics","https-www-accuweather-com","firefox","19.56875","1308476.59375","108.705164261"
3,"AdsAnalytics","https-www-accuweather-com","firefox","58.2461538461538","1331895.84615385","131.277766709"
4,"AdsAnalytics","https-www-accuweather-com","firefox","63.775","1419953.5","146.726528156"
5,"AdsAnalytics","https-www-accuweather-com","firefox","45.3407407407407","1279816.48148148","107.5207461635"
6,"AdsAnalytics","https-www-accuweather-com","firefox","43.8807692307692","1280814.26923077","117.165270891"
7,"AdsAnalytics","https-www-accuweather-com","firefox","75.696","1348492.44","150.328245376"
8,"AdsAnalytics","https-www-accuweather-com","firefox","51.36","1291725.84","128.6219908385"
9,"AdsAnalytics","https-www-accuweather-com","firefox","53.3888888888889","1295776.77777778","120.5179553615"
10,"AdsAnalytics","https-www-accuweather-com","firefox","73.064","1331314.92","152.1693447345"
1,"AdsAnalytics","https-www-bbc-com","chrome","16.7911764705882","1302949.26470588","102.2739520625"
2,"AdsAnalytics","https-www-bbc-com","chrome","28.1911764705882","1268441.11764706","81.618270043"
3,"AdsAnalytics","https-www-bbc-com","chrome","27.209756097561","1238012.2195122","69.3068874675"
4,"AdsAnalytics","https-www-bbc-com","chrome","23.7897435897436","1256911.71794872","67.425624702"
5,"AdsAnalytics","https-www-bbc-com","chrome","24.9926829268293","1251383.73170732","66.327139117"
6,"AdsAnalytics","https-www-bbc-com","chrome","25.8675","1257173.95","66.4995440515"
7,"AdsAnalytics","https-www-bbc-com","chrome","20.4243243243243","1285547.97297297","73.6143307965"
8,"AdsAnalytics","https-www-bbc-com","chrome","14.7810810810811","1299934.75675676","67.895724007"
9,"AdsAnalytics","https-www-bbc-com","chrome","21.678125","1298816.96875","72.171945698"
10,"AdsAnalytics","https-www-bbc-com","chrome","21.1135135135135","1303920.37837838","68.106554476"
1,"AdsAnalytics","https-www-bbc-com","firefox","25.234375","1320121.4375","131.6642990545"
2,"AdsAnalytics","https-www-bbc-com","firefox","44.65","1373434.65384615","106.4428840505"
3,"AdsAnalytics","https-www-bbc-com","firefox","28.72","1300246.5","82.195313627"
4,"AdsAnalytics","https-www-bbc-com","firefox","35.6074074074074","1379589.44444444","100.346258662"
5,"AdsAnalytics","https-www-bbc-com","firefox","37.8166666666667","1312322.36666667","90.376825933"
6,"AdsAnalytics","https-www-bbc-com","firefox","36.4076923076923","1408113.53846154","112.247325549"
7,"AdsAnalytics","https-www-bbc-com","firefox","27.6965517241379","1341657.51724138","84.77033406"
8,"AdsAnalytics","https-www-bbc-com","firefox","30.3857142857143","1337941.17857143","92.475116637"
9,"AdsAnalytics","https-www-bbc-com","firefox","29.6785714285714","1341871.92857143","88.768704884"
10,"AdsAnalytics","https-www-bbc-com","firefox","49.025","1406825.70833333","112.808546099"
1,"AdsAnalytics","https-www-cnblogs-com","chrome","12.8707317073171","1274791.95121951","92.7168021435"
2,"AdsAnalytics","https-www-cnblogs-com","chrome","22.1297297297297","1240417.2972973","76.9001170855"
3,"AdsAnalytics","https-www-cnblogs-com","chrome","19.3948717948718","1219598.56410256","74.942407384"
4,"AdsAnalytics","https-www-cnblogs-com","chrome","14.1513513513514","1214280.75675676","72.3485196895"
5,"AdsAnalytics","https-www-cnblogs-com","chrome","19.3487804878049","1201629.3902439","69.8782888185"
6,"AdsAnalytics","https-www-cnblogs-com","chrome","15.6547619047619","1181474.9047619","66.6535447925"
7,"AdsAnalytics","https-www-cnblogs-com","chrome","23.9611111111111","1180463.88888889","89.150071407"
8,"AdsAnalytics","https-www-cnblogs-com","chrome","23.9783783783784","1181174.37837838","69.1572277185"
9,"AdsAnalytics","https-www-cnblogs-com","chrome","21.0871794871795","1164422.8974359","71.049908942"
10,"AdsAnalytics","https-www-cnblogs-com","chrome","16.1631578947368","1161047.21052632","73.183816132"
1,"AdsAnalytics","https-www-cnblogs-com","firefox","23.5878048780488","1262854.75609756","114.313669674"
2,"AdsAnalytics","https-www-cnblogs-com","firefox","9.42857142857143","1220580.62857143","83.852476153"
3,"AdsAnalytics","https-www-cnblogs-com","firefox","19.7484848484848","1215971.48484848","82.5781820305"
4,"AdsAnalytics","https-www-cnblogs-com","firefox","29.8702702702703","1216846.51351351","81.5421357315"
5,"AdsAnalytics","https-www-cnblogs-com","firefox","15.341935483871","1283608.29032258","100.757942095"
6,"AdsAnalytics","https-www-cnblogs-com","firefox","23.9","1187195.02857143","85.525343133"
7,"AdsAnalytics","https-www-cnblogs-com","firefox","29.7594594594595","1254805.91891892","81.1574977265"
8,"AdsAnalytics","https-www-cnblogs-com","firefox","20.2514285714286","1222300.42857143","74.9870384785"
9,"AdsAnalytics","https-www-cnblogs-com","firefox","18.9516129032258","1254728","89.4852671695"
10,"AdsAnalytics","https-www-cnblogs-com","firefox","13.1735294117647","1160613.29411765","75.010447219"
1,"AdsAnalytics","https-www-imdb-com","chrome","37.8194444444444","1339069.41666667","163.8069526505"
2,"AdsAnalytics","https-www-imdb-com","chrome","33.1666666666667","1326797.66666667","146.794072021"
3,"AdsAnalytics","https-www-imdb-com","chrome","35.0785714285714","1332993.21428571","144.2114470215"
4,"AdsAnalytics","https-www-imdb-com","chrome","61.4357142857143","1278897.42857143","152.124755734"
5,"AdsAnalytics","https-www-imdb-com","chrome","58.9666666666667","1270713","146.337079563"
6,"AdsAnalytics","https-www-imdb-com","chrome","59.9357142857143","1272272.28571429","142.837121425"
7,"AdsAnalytics","https-www-imdb-com","chrome","59.0758620689655","1267282.34482759","150.7877674535"
8,"AdsAnalytics","https-www-imdb-com","chrome","62.2296296296296","1223749.74074074","143.996322853"
9,"AdsAnalytics","https-www-imdb-com","chrome","69.0111111111111","1213913.07407407","152.76033079"
10,"AdsAnalytics","https-www-imdb-com","chrome","57.4793103448276","1206463.37931034","153.618465923"
1,"AdsAnalytics","https-www-imdb-com","firefox","25.3677419354839","1366251.51612903","98.27796654"
2,"AdsAnalytics","https-www-imdb-com","firefox","39.5741935483871","1332577.93548387","102.078129659"
3,"AdsAnalytics","https-www-imdb-com","firefox","31.265625","1321988.875","97.159688152"
4,"AdsAnalytics","https-www-imdb-com","firefox","31.16875","1316254.5","91.735979185"
5,"AdsAnalytics","https-www-imdb-com","firefox","38.1366666666667","1370457.66666667","98.199303286"
6,"AdsAnalytics","https-www-imdb-com","firefox","42.751724137931","1334690.10344828","104.1676946155"
7,"AdsAnalytics","https-www-imdb-com","firefox","38.7166666666667","1268650","103.5814363215"
8,"AdsAnalytics","https-www-imdb-com","firefox","37.2933333333333","1334623.53333333","105.5643874975"
9,"AdsAnalytics","https-www-imdb-com","firefox","34.4548387096774","1288973.5483871","101.434862238"
10,"AdsAnalytics","https-www-imdb-com","firefox","41.5793103448276","1301219.13793103","114.079443632"
1,"AdsAnalytics","https-www-investing-com","chrome","19.7368421052632","1263329.94736842","82.412212567"
2,"AdsAnalytics","https-www-investing-com","chrome","24.6794871794872","1237268.30769231","74.90027113"
3,"AdsAnalytics","https-www-investing-com","chrome","26.1615384615385","1272361.82051282","72.1559778085"
4,"AdsAnalytics","https-www-investing-com","chrome","25.9093023255814","1242447.72093023","75.922673218"
5,"AdsAnalytics","https-www-investing-com","chrome","24.855","1211692.325","70.34125193"
6,"AdsAnalytics","https-www-investing-com","chrome","23.88","1223433.5","70.907355199"
7,"AdsAnalytics","https-www-investing-com","chrome","24.0763157894737","1248264.02631579","75.754785902"
8,"AdsAnalytics","https-www-investing-com","chrome","18.9410256410256","1205310.56410256","76.5026253675"
9,"AdsAnalytics","https-www-investing-com","chrome","16.0205128205128","1191911.02564103","73.801762414"
10,"AdsAnalytics","https-www-investing-com","chrome","26.0333333333333","1208068.75757576","83.467275666"
1,"AdsAnalytics","https-www-investing-com","firefox","16.7138888888889","1427779.02777778","81.222220772"
2,"AdsAnalytics","https-www-investing-com","firefox","9.55405405405405","1387160.2972973","72.6811796205"
3,"AdsAnalytics","https-www-investing-com","firefox","23.4108108108108","1338488.13513514","74.588245617"
4,"AdsAnalytics","https-www-investing-com","firefox","24.5566666666667","1362119.53333333","97.9960177345"
5,"AdsAnalytics","https-www-investing-com","firefox","18.2162162162162","1341153.43243243","84.6389298755"
6,"AdsAnalytics","https-www-investing-com","firefox","17.940625","1630091.65625","97.674990516"
7,"AdsAnalytics","https-www-investing-com","firefox","20.5314285714286","1283397.54285714","82.962820274"
8,"AdsAnalytics","https-www-investing-com","firefox","21.9945945945946","1315889.08108108","81.621828815"
9,"AdsAnalytics","https-www-investing-com","firefox","29.251724137931","1494802.06896552","98.28042798"
10,"AdsAnalytics","https-www-investing-com","firefox","20.4757575757576","1371644.21212121","81.4368672185"
1,"AdsAnalytics","https-www-livejournal-com","chrome","13.1975","1323086.325","99.168529538"
2,"AdsAnalytics","https-www-livejournal-com","chrome","20.9944444444444","1315355.30555556","77.709513726"
3,"AdsAnalytics","https-www-livejournal-com","chrome","22.21","1298229.2","74.2579949875"
4,"AdsAnalytics","https-www-livejournal-com","chrome","26.2138888888889","1348332.77777778","75.2763895755"
5,"AdsAnalytics","https-www-livejournal-com","chrome","28.7151515151515","1363392.63636364","81.302960231"
6,"AdsAnalytics","https-www-livejournal-com","chrome","15.015625","1357500.03125","78.7494092675"
7,"AdsAnalytics","https-www-livejournal-com","chrome","28.41","1363364.36666667","83.5009018885"
8,"AdsAnalytics","https-www-livejournal-com","chrome","21.1833333333333","1353899.56666667","86.803492405"
9,"AdsAnalytics","https-www-livejournal-com","chrome","23","1323379.7027027","70.6772154625"
10,"AdsAnalytics","https-www-livejournal-com","chrome","19.090625","1356307.9375","80.212751136"
1,"AdsAnalytics","https-www-livejournal-com","firefox","24.8206896551724","1315706.65517241","83.502515822"
2,"AdsAnalytics","https-www-livejournal-com","firefox","23.4764705882353","1344479.41176471","85.387408811"
3,"AdsAnalytics","https-www-livejournal-com","firefox","17.665625","1338520.875","86.835491684"
4,"AdsAnalytics","https-www-livejournal-com","firefox","27.7454545454545","1320381.90909091","83.80059161"
5,"AdsAnalytics","https-www-livejournal-com","firefox","22.3","1325742.03225806","87.4561668495"
6,"AdsAnalytics","https-www-livejournal-com","firefox","28.54","1311590.03333333","84.1716176495"
7,"AdsAnalytics","https-www-livejournal-com","firefox","21.171875","1331538.71875","76.550406737"
8,"AdsAnalytics","https-www-livejournal-com","firefox","36.1724137931034","1342206.03448276","84.7394262035"
9,"AdsAnalytics","https-www-livejournal-com","firefox","16.70625","1337695.09375","76.2775764855"
10,"AdsAnalytics","https-www-livejournal-com","firefox","16.865625","1344547.34375","77.491006389"
1,"AdsAnalytics","https-www-mirror-co-uk","chrome","28.8578947368421","1193987.73684211","104.127079123"
2,"AdsAnalytics","https-www-mirror-co-uk","chrome","19.9296296296296","1414071.7037037","155.136899705"
3,"AdsAnalytics","https-www-mirror-co-uk","chrome","28.1777777777778","1424571.85185185","153.663977374"
4,"AdsAnalytics","https-www-mirror-co-uk","chrome","24.7269230769231","1431806.69230769","150.822474336"
5,"AdsAnalytics","https-www-mirror-co-uk","chrome","40.4384615384615","1440556.84615385","161.5344273435"
6,"AdsAnalytics","https-www-mirror-co-uk","chrome","33.944","1424798.32","153.3581331955"
7,"AdsAnalytics","https-www-mirror-co-uk","chrome","39.8041666666667","1430813.08333333","155.4463642435"
8,"AdsAnalytics","https-www-mirror-co-uk","chrome","30.4","1437463.58333333","156.1157295295"
9,"AdsAnalytics","https-www-mirror-co-uk","chrome","39.896","1413456.8","156.304064534"
10,"AdsAnalytics","https-www-mirror-co-uk","chrome","30.344","1422820.04","153.7399417435"
1,"AdsAnalytics","https-www-mirror-co-uk","firefox","22.7733333333333","1158504.43333333","138.706624486"
2,"AdsAnalytics","https-www-mirror-co-uk","firefox","20.5071428571429","1209511.96428571","153.5390830965"
3,"AdsAnalytics","https-www-mirror-co-uk","firefox","55.2916666666667","1209245.70833333","153.736611752"
4,"AdsAnalytics","https-www-mirror-co-uk","firefox","45.332","1210010.28","152.3416278405"
5,"AdsAnalytics","https-www-mirror-co-uk","firefox","56.9615384615385","1199220.69230769","145.0126999175"
6,"AdsAnalytics","https-www-mirror-co-uk","firefox","60.636","1181126.92","152.2989401065"
7,"AdsAnalytics","https-www-mirror-co-uk","firefox","64.232","1209432.72","150.132677518"
8,"AdsAnalytics","https-www-mirror-co-uk","firefox","72.275","1202129.83333333","158.5225588805"
9,"AdsAnalytics","https-www-mirror-co-uk","firefox","60.076","1157238.6","151.012401182"
10,"AdsAnalytics","https-www-mirror-co-uk","firefox","75.82","1214370.76","154.552903369"
1,"AdsAnalytics","https-www-psychologytoday-com","chrome","20.4163265306122","1180002.2244898","96.838273692"
2,"AdsAnalytics","https-www-psychologytoday-com","chrome","28.6938775510204","1181938.95918367","89.796785706"
3,"AdsAnalytics","https-www-psychologytoday-com","chrome","20.222","1227489.56","88.605421204"
4,"AdsAnalytics","https-www-psychologytoday-com","chrome","12.7921568627451","1189910.09803922","86.3283649775"
5,"AdsAnalytics","https-www-psychologytoday-com","chrome","15.0106382978723","1181798.17021277","82.694274976"
6,"AdsAnalytics","https-www-psychologytoday-com","chrome","17.4520833333333","1189179.58333333","82.7998080995"
7,"AdsAnalytics","https-www-psychologytoday-com","chrome","17.5446808510638","1184029.31914894","78.317770971"
8,"AdsAnalytics","https-www-psychologytoday-com","chrome","13.8608695652174","1202732.06521739","77.472774805"
9,"AdsAnalytics","https-www-psychologytoday-com","chrome","28.2433962264151","1222438.96226415","106.124709373"
10,"AdsAnalytics","https-www-psychologytoday-com","chrome","24.3102040816327","1190363.63265306","84.8554439245"
1,"AdsAnalytics","https-www-psychologytoday-com","firefox","32.2684210526316","1292037.71929825","123.9400718075"
2,"AdsAnalytics","https-www-psychologytoday-com","firefox","28.2068965517241","1276137.98275862","104.5619381585"
3,"AdsAnalytics","https-www-psychologytoday-com","firefox","26.222641509434","1302809.58490566","96.3165819335"
4,"AdsAnalytics","https-www-psychologytoday-com","firefox","17.34","1211738.98","90.201147168"
5,"AdsAnalytics","https-www-psychologytoday-com","firefox","15.7795454545455","1225836.43181818","76.4221993085"
6,"AdsAnalytics","https-www-psychologytoday-com","firefox","15.8279069767442","1229253.60465116","76.289853284"
7,"AdsAnalytics","https-www-psychologytoday-com","firefox","8.79285714285714","1208186.97619048","74.4498234865"
8,"AdsAnalytics","https-www-psychologytoday-com","firefox","16.602380952381","1207254.28571429","74.239668923"
9,"AdsAnalytics","https-www-psychologytoday-com","firefox","13.5325581395349","1224502.62790698","73.273587021"
10,"AdsAnalytics","https-www-psychologytoday-com","firefox","17.2533333333333","1223560.57777778","89.3699372285"
1,"AdsAnalytics","https-www-science-org","chrome","22.0951219512195","1265422.75609756","72.1231493775"
2,"AdsAnalytics","https-www-science-org","chrome","19.8916666666667","1241872.33333333","73.7479159295"
3,"AdsAnalytics","https-www-science-org","chrome","27.7764705882353","1250459.88235294","78.604307439"
4,"AdsAnalytics","https-www-science-org","chrome","20.2638888888889","1261812.02777778","68.741898481"
5,"AdsAnalytics","https-www-science-org","chrome","18.7793103448276","1265809.68965517","80.2833419945"
6,"AdsAnalytics","https-www-science-org","chrome","25.4666666666667","1253427.38888889","67.4992876365"
7,"AdsAnalytics","https-www-science-org","chrome","19.4736842105263","1198308.76315789","71.405767341"
8,"AdsAnalytics","https-www-science-org","chrome","11.5578947368421","1208669.36842105","71.140539958"
9,"AdsAnalytics","https-www-science-org","chrome","15.5170731707317","1200979.68292683","70.026563682"
10,"AdsAnalytics","https-www-science-org","chrome","24.1975","1204824.95","73.306534966"
1,"AdsAnalytics","https-www-science-org","firefox","12.0073170731707","1390981.12195122","99.1219532775"
2,"AdsAnalytics","https-www-science-org","firefox","27.2057142857143","1354833.25714286","82.7993220385"
3,"AdsAnalytics","https-www-science-org","firefox","25.4861111111111","1405505.47222222","81.9930889825"
4,"AdsAnalytics","https-www-science-org","firefox","27.3090909090909","1380030.03030303","86.986451419"
5,"AdsAnalytics","https-www-science-org","firefox","36.471875","1417452.78125","90.9018420365"
6,"AdsAnalytics","https-www-science-org","firefox","19.3818181818182","1409020.36363636","92.2909321155"
7,"AdsAnalytics","https-www-science-org","firefox","23.227027027027","1329293.43243243","77.303279191"
8,"AdsAnalytics","https-www-science-org","firefox","26.2333333333333","1344188.76666667","108.837714209"
9,"AdsAnalytics","https-www-science-org","firefox","29.65","1398181.05555556","82.0737847905"
10,"AdsAnalytics","https-www-science-org","firefox","26.41875","1344398.90625","99.077796087"
1,"AdsAnalytics","https-www-speedtest-net","chrome","15.07","1308725.56666667","111.315173"
2,"AdsAnalytics","https-www-speedtest-net","chrome","11.6866666666667","1288689","119.734030624"
3,"AdsAnalytics","https-www-speedtest-net","chrome","6.00689655172414","1291217.48275862","119.4660069445"
4,"AdsAnalytics","https-www-speedtest-net","chrome","27.3428571428571","1326338.28571429","124.4217374185"
5,"AdsAnalytics","https-www-speedtest-net","chrome","37.4448275862069","1337051.62068966","118.428335256"
6,"AdsAnalytics","https-www-speedtest-net","chrome","15.4296296296296","1336715.37037037","124.8113368085"
7,"AdsAnalytics","https-www-speedtest-net","chrome","26.5035714285714","1348041.82142857","120.2134920165"
8,"AdsAnalytics","https-www-speedtest-net","chrome","51.504","1358240.8","128.6022426645"
9,"AdsAnalytics","https-www-speedtest-net","chrome","13.1814814814815","1373902.96296296","124.3475471655"
10,"AdsAnalytics","https-www-speedtest-net","chrome","34.8888888888889","1371451.88888889","119.8001791285"
1,"AdsAnalytics","https-www-speedtest-net","firefox","59.9923076923077","1279026.23076923","213.1432063675"
2,"AdsAnalytics","https-www-speedtest-net","firefox","61.8","1283145.96","201.068120083"
3,"AdsAnalytics","https-www-speedtest-net","firefox","64.54","1257961.68","202.9896356235"
4,"AdsAnalytics","https-www-speedtest-net","firefox","67.204347826087","1304049.04347826","200.7681212295"
5,"AdsAnalytics","https-www-speedtest-net","firefox","69.5583333333333","1294889.58333333","201.638862658"
6,"AdsAnalytics","https-www-speedtest-net","firefox","63.5695652173913","1299054.60869565","197.2563962075"
7,"AdsAnalytics","https-www-speedtest-net","firefox","67.1727272727273","1308255","195.437593898"
8,"AdsAnalytics","https-www-speedtest-net","firefox","64.7652173913043","1279655.52173913","192.4072198665"
9,"AdsAnalytics","https-www-speedtest-net","firefox","63.8869565217391","1291497.69565217","201.334791636"
10,"AdsAnalytics","https-www-speedtest-net","firefox","67.6260869565217","1271405.08695652","198.91596713"
